date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:48:20	86709/86709	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494f-152b5%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.1.1/jquery.min.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/cdnjs.cloudflare.com/ajax/libs/jquery/3.1.1/jquery.min.js	(from https://levytsroman.github.io/)
22:48:21	166221/166221	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd49b7-2894d%22	https://cdnjs.cloudflare.com/ajax/libs/materialize/0.100.2/js/materialize.min.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/cdnjs.cloudflare.com/ajax/libs/materialize/0.100.2/js/materialize.min.js	(from https://levytsroman.github.io/)
22:48:21	13135/13135	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4852-334f%22	https://cdnjs.cloudflare.com/ajax/libs/barba.js/1.0.0/barba.min.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/cdnjs.cloudflare.com/ajax/libs/barba.js/1.0.0/barba.min.js	(from https://levytsroman.github.io/)
22:48:22	1610/1610	---M-Z	200	added ('OK')	application/javascript	etag:W/%225be20e11-64a%22	https://levytsroman.github.io/assets/js/functions.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/js/functions.js	(from https://levytsroman.github.io/)
22:48:22	10912/10912	---M-Z	200	added ('OK')	application/javascript	etag:W/%225be20e11-2aa0%22	https://levytsroman.github.io/assets/js/transitions.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/js/transitions.js	(from https://levytsroman.github.io/)
22:48:22	4253/4253	---M-Z	200	added ('OK')	application/javascript	etag:W/%225be20e11-109d%22	https://levytsroman.github.io/assets/js/initialize.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/js/initialize.js	(from https://levytsroman.github.io/)
22:48:23	81/81	---M--	200	added ('OK')	application/javascript	etag:%225be20e11-51%22	https://levytsroman.github.io/assets/js/script.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/js/script.js	(from https://levytsroman.github.io/)
22:48:25	188660/188660	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%223aab96aa92e94dcad5931f396f8cb885722362bc%22	https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/fonts/devicon.eot?	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/fonts/devicond41d.eot	(from https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/devicon.min.css)
22:48:26	188572/188572	---MC-	200	added ('OK')	font/woff	etag:W/%227d0dfae7e0dbfe1c79fcadb5857f23153b0a1975%22	https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/fonts/devicon.woff?-hdf3wh	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/fonts/devicond2ef.woff	(from https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/devicon.min.css)
22:48:26	188496/188496	---MC-	200	added ('OK')	font/ttf	etag:W/%220ca87f9c5c28b42da6c3219ee109625e0f1d5c97%22	https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/fonts/devicon.ttf?-hdf3wh	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/fonts/devicond2ef.ttf	(from https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/devicon.min.css)
22:48:29	727949/727949	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224ef1ef0e36fff141a98bd23d123600a3d051f2a1%22	https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/fonts/devicon.svg?-hdf3wh	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/fonts/devicond2ef.svg	(from https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/devicon.min.css)
22:48:30	227501/227501	---M--	200	added ('OK')	image/jpeg	etag:%225be20e11-378ad%22	https://levytsroman.github.io/assets/images/me.jpg	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/me.jpg	(from https://levytsroman.github.io/assets/css/main.css)
22:48:31	179907/179907	---M--	200	added ('OK')	image/jpeg	etag:%225be20e11-2bec3%22	https://levytsroman.github.io/assets/images/resume.jpg	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/resume.jpg	(from https://levytsroman.github.io/assets/css/main.css)
22:48:32	2846/2846	---M--	200	added ('OK')	image/png	etag:%225be20e11-b1e%22	https://levytsroman.github.io/assets/images/logo.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/logo.png	(from https://levytsroman.github.io/about)
22:48:33	219299/219299	---M--	200	added ('OK')	image/jpeg	etag:%225be20e11-358a3%22	https://levytsroman.github.io/assets/images/profile_picture.jpg	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/profile_picture.jpg	(from https://levytsroman.github.io/about)
22:48:33	91816/91816	---M--	200	added ('OK')	image/jpeg	etag:%225be20e11-166a8%22	https://levytsroman.github.io/assets/images/project_covers/tic-tac-toe-cover.jpg	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/project_covers/tic-tac-toe-cover.jpg	(from https://levytsroman.github.io/projects)
22:48:33	38029/38029	---M--	200	added ('OK')	image/png	etag:%225be20e11-948d%22	https://levytsroman.github.io/assets/images/project_images/tic_tac_toe/tictactoe1.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/project_images/tic_tac_toe/tictactoe1.png	(from https://levytsroman.github.io/projects)
22:48:33	595179/595179	---M--	200	added ('OK')	image/jpeg	etag:%225be20e11-914eb%22	https://levytsroman.github.io/assets/images/projects.jpg	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/projects.jpg	(from https://levytsroman.github.io/assets/css/main.css)
22:48:34	133178/133178	---M--	200	added ('OK')	image/png	etag:%225be20e11-2083a%22	https://levytsroman.github.io/assets/images/project_images/tic_tac_toe/tictactoe2.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/project_images/tic_tac_toe/tictactoe2.png	(from https://levytsroman.github.io/projects)
22:48:34	324927/324927	---M--	200	added ('OK')	image/jpeg	etag:%225be20e11-4f53f%22	https://levytsroman.github.io/assets/images/contact.jpg	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/contact.jpg	(from https://levytsroman.github.io/assets/css/main.css)
22:48:34	48693/48693	---M--	200	added ('OK')	image/png	etag:%225be20e11-be35%22	https://levytsroman.github.io/assets/images/project_covers/hack-overflow-cover.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/project_covers/hack-overflow-cover.png	(from https://levytsroman.github.io/projects)
22:48:34	41300/41300	---M--	200	added ('OK')	image/png	etag:%225be20e11-a154%22	https://levytsroman.github.io/assets/images/project_images/tic_tac_toe/tictactoe3.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/project_images/tic_tac_toe/tictactoe3.png	(from https://levytsroman.github.io/projects)
22:48:35	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225c1d106f-247b%22	https://levytsroman.github.io/stackoverflow.com	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/stackoverflow.com	(from https://levytsroman.github.io/projects)
22:48:35	113996/113996	---M--	200	added ('OK')	image/png	etag:%225be20e11-1bd4c%22	https://levytsroman.github.io/assets/images/project_covers/shoot-things-game-cover.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/project_covers/shoot-things-game-cover.png	(from https://levytsroman.github.io/projects)
22:48:35	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225c1d106f-247b%22	https://levytsroman.github.io/assets/Roman_Levytskyy_resume.pdf	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/Roman_Levytskyy_resume.pdf	(from https://levytsroman.github.io/resume)
22:48:36	2723/2723	---M-Z	200	added ('OK')	text/html	etag:W/%225a0ba039-aa3%22	https://levytsroman.github.io/shootThingsGame/	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/index.html	(from https://levytsroman.github.io/projects)
22:48:36	298151/298151	---M--	200	added ('OK')	image/png	etag:%225be20e11-48ca7%22	https://levytsroman.github.io/assets/images/website_resume.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/assets/images/website_resume.png	(from https://levytsroman.github.io/resume)
22:48:37	123/123	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2008%20Apr%202019%2016:48:39%20GMT	https://cdn.rawgit.com/robots.txt		(from https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/devicon.min.css)
22:48:38	2790/2790	---M-Z	200	added ('OK')	text/css	etag:W/%225a0ba039-ae6%22	https://levytsroman.github.io/shootThingsGame/css/styles.css	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/css/styles.css	(from https://levytsroman.github.io/shootThingsGame/)
22:48:38	7797/7797	---M-Z	200	added ('OK')	text/css	etag:W/%225a0ba039-1e75%22	https://levytsroman.github.io/shootThingsGame/css/normalize.css	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/css/normalize.css	(from https://levytsroman.github.io/shootThingsGame/)
22:48:39	2576/2576	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a0ba039-a10%22	https://levytsroman.github.io/shootThingsGame/js/helpers.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/js/helpers.js	(from https://levytsroman.github.io/shootThingsGame/)
22:48:39	1576/1576	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a0ba039-628%22	https://levytsroman.github.io/shootThingsGame/js/game.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/js/game.js	(from https://levytsroman.github.io/shootThingsGame/)
22:48:39	188660/188660	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%223aab96aa92e94dcad5931f396f8cb885722362bc%22	https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/fonts/devicon.eot?-hdf3wh	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/fonts/devicond2ef.eot	(from https://cdn.rawgit.com/konpa/devicon/df6431e323547add1b4cf45992913f15286456d3/devicon.min.css)
22:48:40	1147/1147	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a0ba039-47b%22	https://levytsroman.github.io/shootThingsGame/js/player.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/js/player.js	(from https://levytsroman.github.io/shootThingsGame/)
22:48:40	318/318	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a0ba039-13e%22	https://levytsroman.github.io/shootThingsGame/js/runner.js	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/js/runner.js	(from https://levytsroman.github.io/shootThingsGame/)
22:48:40	320/320	---M--	200	added ('OK')	image/png	etag:%225a0ba039-140%22	https://levytsroman.github.io/shootThingsGame/images/player.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/images/player.png	(from https://levytsroman.github.io/shootThingsGame/css/styles.css)
22:48:41	180/180	---M--	200	added ('OK')	image/png	etag:%225a0ba039-b4%22	https://levytsroman.github.io/shootThingsGame/images/bullet.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/images/bullet.png	(from https://levytsroman.github.io/shootThingsGame/css/styles.css)
22:48:41	273/273	---M--	200	added ('OK')	image/png	etag:%225a0ba039-111%22	https://levytsroman.github.io/shootThingsGame/images/enemy.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/images/enemy.png	(from https://levytsroman.github.io/shootThingsGame/css/styles.css)
22:48:47	2063634/2063634	---M--	200	added ('OK')	image/png	etag:%225a0ba039-1f7d12%22	https://levytsroman.github.io/shootThingsGame/images/gameArea.png	C:/Users/Neel%20Borno/Desktop/downloaded%20cv/CV/levytsroman.github.io/shootThingsGame/images/gameArea.png	(from https://levytsroman.github.io/shootThingsGame/css/styles.css)
